Time,Steering wheel angle,Left wheel RPM,Right wheel RPM
0,0.0,280.11269984173583,280.11269984173583
1,13.599007288089512,283.5311807899875,276.6942188934841
2,27.177594316793062,286.85118541171914,273.3742142717526
3,40.715381982000814,290.0619971031665,270.1634025803051
4,54.19207339900249,293.15503466756434,267.07036501590727
5,67.58749478451645,296.12366354315236,264.1017361403193
6,80.881636066105,298.96300362219665,261.262396061275
7,94.05469112908801,301.66974038386195,258.5556592996097
8,107.08709761190612,304.2419439903839,255.98345569308773
9,119.95957616193265,306.67889933504716,253.5465003484245
10,132.65316906498035,308.98094874311323,251.2444509403584
11,145.14927816320264,311.14934806099467,249.07605162247702
12,157.429701977734,313.1861361693859,247.03926351408572
13,169.4766719542576,315.0940174703813,245.1313822130904
14,181.27288775171706,316.8762565803082,243.3491431031635
15,192.80155149660334,318.5365842696445,241.6888154138272
16,204.04640092764276,320.0791135965612,240.1462860869105
17,214.9917413582763,321.50826515545674,238.71713452801495
18,225.62247638705483,322.82870038602925,237.39669929744247
19,235.92413728897048,324.0452619463636,236.18013773710805
20,245.8829110237883,325.1629202333631,235.06247945010858
21,255.4856668006421,326.18672522676945,234.03867445670224
22,264.71998114148664,327.1217629324479,233.10363675102374
23,273.574161389465,327.9731158017429,232.25228388172874
24,282.037267611838,328.7458266030588,231.47957308041285
25,290.0991328508195,329.4448653168412,230.78053436663055
26,297.75038167947525,330.0750987140266,230.15030096944506
27,304.98244702373665,330.64126235949936,229.5841373239723
28,311.78758521558143,331.14793485524905,229.0774648282226
29,318.1588892464924,331.5995142021715,228.62588548130017
30,324.09030019444805,332.00019621444557,228.22520346902613
31,329.5766168018893,332.35395496600194,227.87144471746976
32,334.61350318635084,332.6645252848079,227.5608743986638
33,339.19749466972814,332.93538733772357,227.29001234574807
34,343.32600171645873,333.16975336688466,227.05564631658697
35,346.9973119752239,333.3705566484408,226.8548430350308
36,350.2105904231138,333.54044274664926,226.6849569368224
37,352.965877615531,333.6817631315518,226.5436365519198
38,355.2640860494273,333.79657121760243,226.42882846586926
39,357.1069946517681,333.8866208646028,226.33877881886895
40,358.49724140937985,333.9533673621552,226.27203232131643
41,359.4383141605625,333.9979708955765,226.22742878789518
42,359.93453957301404,334.02130246588587,226.20409721758574
43,359.99107033672095,334.0239522101028,226.20144747336894
44,359.613870604505,334.0062400416285,226.21915964184322
45,358.8096997168664,333.9682285048489,226.25717117862274
46,357.5860942516257,333.9097377140752,226.3156619693964
47,355.9513484426283,333.83036222522003,226.39503745825172
48,353.91449301542883,333.72948966975173,226.49591001371994
49,351.4852724914073,333.6063209648796,226.61907871859205
50,348.6741210151778,333.4598919018657,226.76550778160595
51,345.49213676343186,333.28909590596237,226.9363037775092
52,341.951054996489,333.09270775669097,227.13269192678067
53,338.06321981681725,332.8694080558565,227.35599162761514
54,333.84155470162074,332.61780823254423,227.60759145092746
55,329.2995318792593,332.3364758789618,227.88892380450991
56,324.45114062177095,332.02396021791225,228.20143946555936
57,319.31085452809947,331.6788175113423,228.5465821721294
58,313.89359787477605,331.29963622923776,228.92576345423396
59,308.21471111278015,330.8850618085338,229.34033787493783
60,302.28991559107766,330.43382084207735,229.7915788413943
61,296.13527758892974,329.94474454749405,230.2806551359776
62,289.76717174045365,329.41679137457635,230.80860830889532
63,283.20224393611903,328.84906861713284,231.37633106633885
64,276.4573737868504,328.2408529008275,231.98454678264414
65,269.5496367372055,327.5916094222251,232.63379026124653
66,262.496265914684,326.90100981600443,233.32438986746715
67,255.31461380260095,326.1689485272243,234.05645115624733
68,248.02211382414202,325.3955575638738,234.82984211959783
69,240.63624192518336,324.5812195021315,235.6441801813402
70,233.17447824322417,323.72657861333244,236.4988210701392
71,225.65426894934348,322.832549978295,237.39284970517664
72,218.09298834944633,321.90032645217707,238.32507323129457
73,210.50790133022397,320.93138334230116,239.2940163411705
74,202.91612623420437,319.9274806633515,240.29791902012013
75,195.33459824703692,318.8906628399552,241.33473684351645
76,187.7800333787161,317.8232557368313,242.4021439466404
77,180.26889311883377,316.7278609122595,243.49753877121228
78,172.81734984413998,315.6073470122579,244.61805267121375
79,165.44125305470783,314.46483825103286,245.76056143243875
80,158.15609651283663,313.30369995815,246.92169972532167
81,150.9769863564974,312.12752121432703,248.09787846914463
82,143.91861025662982,310.94009464521486,249.28530503825687
83,136.9952076849483,309.7453934950476,250.48000618842406
84,130.22054135611364,308.5475461582175,251.67785352525422
85,123.6078699051785,307.3508084048363,252.8745912786353
86,117.16992185813618,306.1595335940199,254.0658660894518
87,110.91887095018602,304.9781412234897,255.24725845998208
88,104.86631284300343,303.81108421351945,256.41431546995227
89,99.02324328884998,302.6628153645919,257.5625843188797
90,93.40003778582128,301.5377534589014,258.68764622457024
91,88.00643276487446,300.4402494938688,259.7851501896029
92,82.85150834555775,299.37455353950446,260.85084614396726
93,77.94367269355153,298.34478269979314,261.8806169836785
94,73.29064800925481,297.3548906311444,262.8705090523273
95,68.89945817272083,296.40863902906966,263.81676065440195
96,64.77641806625978,295.50957143923534,264.7158282442363
97,60.927124592005775,294.6609896833317,265.56441000013996
98,57.35644939769359,293.86593311693514,266.3594665665365
99,54.06853331981973,293.12716085934056,267.09823882413104
100,51.06678254928136,292.44713705809914,267.7782626253725
101,48.35386652050452,291.8280191775718,268.39738050589983
102,45.9317175210038,291.2716492347628,268.95375044870883
103,43.80153201426209,290.7795478500508,269.4458518334209
104,41.963773664796484,290.35291093742484,269.8724887460469
105,40.41817805029487,289.99260882979064,270.23279085368097
106,39.163759041769104,289.69918762016914,270.5262120633025
107,38.1988168287968,289.47287249851877,270.75252718495295
108,37.52094756310998,289.3135728749202,270.91182680855144
109,37.12705459005598,289.2208891006684,271.0045105828032
110,37.01336123380613,289.19412062657756,271.0312790568942
111,37.17542509863029,289.23227546938955,270.9931242140821
112,37.608153845100716,289.33408088937296,270.89131879409865
113,38.305822396745974,289.4979952120247,270.727404471447
114,39.26209152944417,289.72222075163756,270.50317893183416
115,40.4700277927468,290.00471781235854,270.22068187111313
116,41.922124709352346,290.34321975190613,269.88217993156553
117,43.61032519611725,290.735249093766,269.49015058970565
118,45.52604514731048,291.1781346656038,269.04726501786786
119,47.66019811827962,291.6690297256597,268.55636995781197
120,50.003221045324096,292.20493101644325,268.02046866702847
121,52.54510093535689,292.7826986579564,267.4427010255153
122,55.275402456890305,293.39907676305165,266.82632292042007
123,58.18329636200888,294.0507146275577,266.1746850559141
124,61.25758866729594,294.7341883196067,265.491211363865
125,64.48675052016176,295.44602246806704,264.77937721540457
126,67.85894867569016,296.18271203069224,264.0426876527794
127,71.36207650796996,296.9407438097029,263.28465587376877
128,74.98378547892042,297.716617476723,262.50878220674866
129,78.71151698684766,298.5068658705455,261.7185338129262
130,82.53253451639151,299.30807433992453,260.9173253435472
131,86.43395601113748,300.1168989189319,260.1085007645397
132,90.40278638997042,300.9300831435094,259.29531653996224
133,94.42595012825095,301.7444733436408,258.48092633983083
134,98.49032382507968,302.5570322748468,257.6683674086249
135,102.58276867830092,303.36485098423685,256.8605486992348
136,106.69016278946495,304.1651588389181,256.06024084455356
137,110.79943322172687,304.95533167704144,255.27006800643022
138,114.89758773460406,305.73289807316945,254.49250161030224
139,118.97174612063712,306.49554373916624,253.72985594430546
140,123.0091710703054,307.24111410878976,252.98428557468188
141,126.99729849302582,307.967615178167,252.25778450530464
142,130.92376722371438,308.6732126950682,251.5521869884035
143,134.77644804620536,309.35622980724895,250.86916987622263
144,138.5434719668016,310.0151432941124,250.21025638935927
145,142.21325767336262,310.64857851667955,249.5768211667921
146,145.77453811762123,311.25530322855906,248.97009645491258
147,149.2163861608481,311.83422039552755,248.3911792879441
148,152.52823922554933,312.3843601737804,247.84103950969134
149,155.69992289857908,312.9048711971982,247.3205284862735
150,158.72167343387127,313.39501132239945,246.83038836107224
151,161.5841591059308,313.8541379772175,246.3712617062542
152,164.27850036827343,314.28169825382133,245.94370142965036
153,166.79628877414893,314.6772188822236,245.5481808012481
154,169.1296046201263,315.0402962136088,245.1851034698629
155,171.27103327644218,315.3705863359352,244.8548133475365
156,173.2136801714193,315.6677954367641,244.55760424670765
157,174.95118440072795,315.9316705203633,244.29372916310834
158,176.47773093579536,316.16199057791744,244.06340910555429
159,177.7880614092434,316.3585583012169,243.8668413822548
160,178.87748345885578,316.52119242156203,243.70420726190963
161,179.74187861522705,316.64972074684385,243.5756789366278
162,180.37770872191717,316.74397396089296,243.4814257225787
163,180.78202088062503,316.80378024026146,243.42161944321023
164,180.95245091758264,316.82896073464804,243.39643894882366
165,180.8872253710595,316.81932594822996,243.40607373524173
166,180.5851620035361,316.77467305026414,243.45072663320752
167,180.04566884575715,316.6947841344985,243.53061554897323
168,179.2687417834861,316.5794254382259,243.64597424524572
169,178.25496070136293,316.4283475232649,243.79705216020673
170,177.00548420178671,316.2412864127793,243.98411327069235
171,175.5220429202125,316.0179656697071,244.2074340137645
172,173.80693146165254,315.7580993946633,244.46730028880836
173,171.86299898649017,315.4613961135411,244.76400356993057
174,169.69363847695976,315.12756351767496,245.09783616579665
175,167.3027747187909,314.75631401233795,245.46908567113368
176,164.694851035564,314.34737102253115,245.87802866094057
177,161.87481481627216,313.90047599845855,246.3249236850131
178,158.8481018794057,313.41539605674484,246.81000362672685
179,155.62061971959415,312.8919321873115,247.33346749616013
180,152.1987296854164,312.3299279498512,247.89547173362052
181,148.58922813944324,311.7292785779727,248.49612110549896
182,144.79932665389086,311.0899404033236,249.13545928014807
183,140.8366312974248,310.41194050627007,249.81345917720157
184,136.70912107068418,309.69538649404495,250.53001318942677
185,132.4251255499516,308.9404763016306,251.28492338184103
186,127.99330180010988,308.1475079050807,252.077891778391
187,123.42261061957413,307.31688883152754,252.9085108519441
188,118.72229218126388,306.44914534488896,253.77625433858267
189,113.90184113490508,305.54493118137935,254.6804685020922
190,108.9709812369871,304.605035704542,255.62036397892967
191,103.93963957557773,303.63039134585046,256.59500833762127
192,98.81792045789894,302.6220801942599,257.60331948921174
193,93.61607902908256,301.58133959670994,258.6440600867617
194,88.34449469088014,300.50956663185934,259.7158330516123
195,83.01364438926983,299.4083213216359,260.8170783618357
196,77.63407583989301,298.27932844990386,261.9460712335678
197,72.21638076008308,297.1244778650996,263.10092181837206
198,66.771168175883,295.9458231544338,264.27957652903785
199,61.30903787192648,294.7455785915425,265.47982109192924
200,55.84055405135774,293.52611427756585,266.6992854059058
201,50.37621927209167,292.28994941769844,267.9354502657733
202,44.9264487246895,291.03974370132556,269.1856559821461
203,39.50154491591853,289.77828678381184,270.4471128996598
204,34.11167282071579,288.5084859015099,271.71691378196175
205,28.76683556375863,287.2333516880879,272.99204799538376
206,23.476850690181085,285.9559822990652,274.26941738440644
207,18.251327083170207,284.6795459915217,275.54585369194996
208,13.099642584217243,283.407262346096,276.8181373373756
209,8.03092236972101,282.14238235724156,278.0830173262301
210,3.05401813541527,280.88816765372576,279.33723202974585
211,-1.8225118622429264,279.6494067344635,280.57599294900814
212,-6.590421861050438,278.4448031529165,281.7805965305551
213,-11.241796700292092,277.28026923337853,282.94513045009313
214,-15.769068938803107,276.15718540323184,284.0682142802399
215,-20.165034945192538,275.07672760521444,285.1486720782573
216,-24.422869924432764,274.03987827582637,286.18552140764535
217,-28.536141847947285,273.0474379665395,287.1779617169321
218,-32.498824257360006,272.10003736628624,288.12536231718536
219,-36.30530791513613,271.19814950982317,289.02725017364844
220,-39.950411278497384,270.34210198229124,289.88329770118037
221,-43.42938977617214,269.5320889551011,290.69331072837053
222,-46.737943870781756,268.7681829118007,291.45721677167097
223,-49.872225892916084,268.05034594460477,292.17505373886695
224,-52.82884563625107,267.3784405226389,292.84695916083285
225,-55.6048747063507,266.7522396516568,293.47316003181487
226,-58.197849619118635,266.1714363620203,294.05396332145136
227,-60.6057736481598,265.6356524771719,294.58974720629976
228,-62.82711742362496,265.14444662875826,295.08095305471346
229,-64.86081828837433,264.69732149710256,295.52807818636904
230,-66.70627842056652,264.2937302669817,295.9316694164899
231,-68.36336173497742,263.9330822987725,296.2923173846992
232,-69.83238957854601,263.61474802409543,296.61065165937623
233,-71.11413523874744,263.3380630832188,296.88733660025287
234,-72.20981728646674,263.10233172877923,297.12306795469243
235,-73.12109177804119,262.90682952691844,297.3185701565532
236,-73.85004334404442,262.75080539279446,297.4745942906772
237,-74.39917519524256,262.6334830026582,297.59191668081354
238,-74.7713980788764,262.55406162934105,297.67133805413056
239,-74.97001822109233,262.5117164521079,297.71368323136375
240,-74.99872429387698,262.5055983954093,297.71980128806234
241,-74.86157344729516,262.5348335541537,297.69056612931803
242,-74.56297645014646,262.5985222656815,297.62687741779024
243,-74.10768198435842,262.6957378907,297.52966179277166
244,-73.50076014049927,262.825525366993,297.39987431647864
245,-72.74758516374533,262.9868996007451,297.23850008272655
246,-71.85381750142233,263.17884376082367,297.046555922648
247,-70.82538520492274,263.40030754128196,296.82509214218976
248,-69.66846474029606,263.65020545671155,296.57519422676006
249,-68.38946126319388,263.9274152338191,296.2979844496526
250,-66.99498841505415,264.2307763607443,295.99462332272736
251,-65.49184769847565,264.5590888531379,295.66631083033377
252,-63.88700749063322,264.9111122928731,295.3142873905986
253,-62.18758175432938,265.28556519146997,294.93983449200175
254,-60.400808506855704,265.68112472586347,294.5442749576082
255,-58.53402810726698,266.0964268890557,294.12897279441586
256,-56.59466142291222,266.53006709248893,293.6953325909828
257,-54.590187936180286,266.980601250677,293.2447984327947
258,-52.52812385232894,267.44654737181196,292.77885231165965
259,-50.41600026904795,267.9263876707542,292.29901201271747
260,-48.26134146801007,268.41857121312665,291.80682847034495
261,-46.071643388102785,268.9215170912475,291.30388259222417
262,-43.85435233933457,269.4336181244616,290.79178155901
263,-41.61684401552735,269.95324506821356,290.27215461525805
264,-39.366402862895434,270.47875130806136,289.74664837541036
265,-37.110201860432554,271.00847800692856,289.21692167654317
266,-34.855282766710566,271.54075966638214,288.6846400170895
267,-32.60853688623079,272.07393005575574,288.151469627716
268,-30.37668640686555,272.6063284566824,287.61907122678923
269,-28.166266358188786,273.13630616518344,287.0890935182882
270,-25.98360723863263,273.662233189029,286.56316649444267
271,-23.83481835740654,274.1825050747349,286.0428946087368
272,-21.725771935013725,274.6955497963836,285.5298498870882
273,-19.662088003966478,275.1998346375054,285.0255650459663
274,-17.649120148976788,275.69387299754106,284.53152668593066
275,-15.691942123462944,276.1762310559217,284.04916862755005
276,-13.795335376683877,276.6455342294864,283.5798654539853
277,-11.963777523204312,277.1004733627185,283.1249263207531
278,-10.201431783691547,277.53981059500387,282.68558908846774
279,-8.512137423283564,277.96238485463664,282.263014828835
280,-6.899401210930562,278.36711693545163,281.85828274802003
281,-5.366389920222352,278.7530141185561,281.4723855649156
282,-3.9159238892722508,279.1191743084657,281.1062253750059
283,-2.55047165424492,279.4647896598323,280.7606100236393
284,-1.2721456680975367,279.78914967768844,280.4362500057832
285,-0.08269911305875324,280.09164378056624,280.13375590290536
286,1.0164761876889392,280.3712850168692,279.85411466660247
287,2.0243507567348242,280.62720606565665,279.59819361781496
288,2.9402573482502468,280.8593604288523,279.3660392546193
289,3.7638897366364636,281.0677871700872,279.1576125133845
290,4.4953004148046345,281.25260582327024,278.97279386020136
291,5.134897211920171,281.41401447498777,278.8113852084839
292,5.68343884343389,281.5522878634904,278.6731118199813
293,6.142029409187071,281.6677754982575,278.5576241852142
294,6.512111858283115,281.76089979955543,278.4644998839162
295,6.795460442284267,281.8321542531648,278.3932454303069
296,6.994172181073458,281.882101571575,278.3432981118967
297,7.110657368463443,281.91137184951225,278.3140278339594
298,7.147629147266185,281.9206606986965,278.30473898477516
299,7.1080921861141775,281.9107273442738,278.31467233919784
300,6.995330492789113,281.8823926634625,278.3430070200091
301,6.812894401196441,281.83653714560245,278.38886253786916
302,6.564586771390524,281.7740987520333,278.4513009314383
303,6.254448444226893,281.6960706540441,278.5293290294276
304,5.886742994253379,281.60349882753275,278.621900855939
305,5.465940826396348,281.49747948398715,278.7279201994845
306,4.996702663778219,281.37915631890337,278.84624336456824
307,4.4838624756952115,281.24971756079583,278.9756821226758
308,3.9324098962990512,281.1103928064436,279.11500687702807
309,3.3474721859405157,280.96244963094665,279.26295005252496
310,2.734295788373696,280.8071899644427,279.4182097190289
311,2.098227538131464,280.6459462309044,279.5794534525672
312,1.4446955733482656,280.4800772482246,279.7453224352471
313,0.7791900100960998,280.3109638927033,279.9144357907683
314,0.10724343497334123,280.1400045350134,280.0853951484582
315,-0.5655887268326751,279.96875834500696,280.2566413384647
316,-1.2337479104384466,279.79890450543616,280.42649517803545
317,-1.8916921193615186,279.63185128958395,280.5935483938877
318,-2.5339155850441153,279.468985652234,280.75641403123774
319,-3.1549683201633445,279.3116739191911,280.9137257642806
320,-3.749475508366682,279.16125737802236,281.0641423054493
321,-4.312156673539734,279.0190481025692,281.20635158090255
322,-4.837844572291594,278.88632501560915,281.3390746678625
323,-5.3215037541268595,278.7643301901085,281.4610694933632
324,-5.758248734662147,278.65426538567147,281.5711342978002
325,-6.1433617283234225,278.557288813147,281.66811087032465
326,-6.472309888148264,278.4745121169754,281.7508875664963
327,-6.740762001692866,278.4069975618071,281.8184021216646
328,-6.944604593509011,278.3557554072941,281.86964427617755
329,-7.07995738630726,278.3217414527648,281.9036582307068
330,-7.143188074665275,278.3058547318147,281.91954495165703
331,-7.130926367038421,278.30893533570026,281.9164643477714
332,-7.040077253835521,278.33176234384365,281.893637339628
333,-6.8678334614512355,278.37505183974883,281.85034784372283
334,-6.611687054380303,278.4394549912164,281.78594469225527
335,-6.269440149892618,278.52555617489986,281.69984350857186
336,-5.839214712179749,278.6338711269839,281.5915285564878
337,-5.3194613954276795,278.7648451040432,281.4605545794284
338,-4.7089674078928905,278.91885104094627,281.3065486425254
339,-4.00686337175224,279.09618769596295,281.12921198750877
340,-3.212629156282616,279.2970777769688,280.9283219065028
341,-2.3260986647521196,279.5216660467793,280.7037336366923
342,-1.347463558310533,279.7700174101097,280.455382273362
343,-0.2772759031023036,280.04211498941277,280.18328469405884
344,0.8835502701811959,280.3374968134599,279.8879028700118
345,2.1337385020811017,280.6549533078359,279.5704463756357
346,3.4716505401992834,280.99387057603246,279.23152910743926
347,4.895288076739152,281.35356969621785,278.8718299872539
348,6.40229558634257,281.7332735211134,278.49212616235826
349,7.989964259739458,282.132109608007,278.09329007546467
350,9.655237025656977,282.5491136793177,277.676286004154
351,11.394714650387114,282.9832335987287,277.24216608474296
352,13.20466290138225,283.43333384124435,276.7920658422273
353,15.081020758255919,283.8982004286724,276.32719925479927
354,17.019409651605915,284.37654629516453,275.8488533883071
355,19.015143707174925,284.8670170407568,275.35838264271484
356,21.063240970002813,285.36819702453397,274.8572026589377
357,23.158435580445,285.8786157433024,274.34678394016913
358,25.295190871204067,286.39675443666044,273.82864524681116
359,27.467713351885433,286.9210528552695,273.30434682820214
360,29.669967545032016,287.44991612609675,272.7754835573749
361,31.895691635125814,287.98172164649986,272.2436780369718
362,34.138413889685644,288.5148259383476,271.71057374512407
363,36.39146980932506,289.0475713939242,271.17782828954745
364,38.648019961488984,289.5782928471616,270.64710683631006
365,40.901068450560096,290.1053239067225,270.12007577674916
366,43.14348197510903,290.62700299155927,269.5983966919124
367,45.36800942129783,291.14167901468755,269.08372066878405
368,47.567301939784564,291.6477166669195,268.5776830165522
369,49.73393345198151,292.1435012590558,268.08189842441584
370,51.86042153014549,292.62744308839393,267.5979565950777
371,53.93924859456091,293.0979813032,267.1274183802717
372,55.9628833700093,293.55358724687795,266.67181243659377
373,57.92380254279682,293.9927672717789,266.23263241169275
374,59.81451255884969,294.41406502079354,265.8113346626781
375,61.62757150278874,294.81606318293285,265.4093365005388
376,63.3556109974365,295.19738473689335,265.02801494657825
377,64.9913580629459,295.55669370404604,264.6687059794256
378,66.52765687459825,295.8926954392656,264.332704244206
379,67.95749035837567,296.2041364944958,264.0212631889759
380,69.2740015636094,296.48980409583606,263.7355955876356
381,70.47051475237458,296.7485252802318,263.47687440323995
382,71.54055614583767,296.9791657424971,263.2462339409745
383,72.47787426844916,297.1806284474102,263.0447712360615
384,73.27645983172584,297.3518520649641,262.8735476185076
385,73.93056510038323,297.49180928956764,262.7335903939041
386,74.43472268473911,297.5995051060456,262.6258945774261
387,74.78376370462401,297.6739750667323,262.55142461673944
388,74.97283527151909,297.7142836447865,262.51111603868515
389,74.99741723723679,297.7195227291035,262.50587695436815
390,74.85333815923525,297.6888103258857,262.53658935758585
391,74.53679043454203,297.6212895310714,262.6041101524002
392,74.04434455629921,297.51612783642764,262.709271847044
393,73.37296244909862,297.37251683021185,262.8528828532598
394,72.52000984156022,297.1896723508884,263.03572733258335
395,71.48326763700031,296.9668351494729,263.2585645339988
396,70.26094224556081,296.7032721126581,263.52212757081355
397,68.8516748437691,296.39827809492823,263.82712158854343
398,67.25454953023655,296.05117840340114,264.17422128007047
399,65.46910034899076,295.66133197408664,264.5640677093851
400,63.49531715484647,295.22813527259757,264.9972644108741
401,61.33365029817778,294.75102694603396,265.47437273743765
402,58.985014109504995,294.2294932457108,265.99590643776094
403,56.45078916740918,293.66307423254773,266.56232545092394
404,53.7328233364379,293.05137076817704,267.1740289152947
405,50.833431564885586,292.3940522850678,267.83134739840386
406,47.755394435556674,291.69086531808165,268.5345343653899
407,44.501955465904736,290.9416427677588,269.2837569157128
408,41.07681715722209,290.1463138521583,270.0790858313134
409,37.48413579587377,289.30491468913186,270.92048499433974
410,33.72851501286879,288.41759943439155,271.8078002490801
411,29.81499811137153,287.4846518825641,272.74074780090757
412,25.749059175052892,286.5064974185854,273.7189022648862
413,21.53659297344257,285.48371518527523,274.74168449819643
414,17.183903683699842,284.4170503098705,275.80834937360123
415,12.697692451408294,283.30742600785914,276.91797367561253
416,8.085043816169083,282.1559553569765,278.0694443264951
417,3.353411030855214,280.96395250816244,279.26144717530923
418,-1.4893996935576121,279.73396997318406,280.4914297102876
419,-6.435245982717241,278.4838362774192,281.7415634060525
420,-11.475667095412733,277.2219995899165,283.0034000935551
421,-16.601902681330127,275.9517204610494,284.2736792224223
422,-21.80491245677217,274.67625556155605,285.5491441219156
423,-27.0753967524816,273.39883668629136,286.82656299718036
424,-32.40381788519738,272.1226505373924,288.10274914607925
425,-37.78042230220755,270.8508195594681,289.3745801240035
426,-43.1952634458932,269.58638406463314,290.6390156188386
427,-48.638225283135014,268.33228584709326,291.89311383637846
428,-54.099046442460555,267.09135344708704,293.1340462363846
429,-59.56734489995276,265.8662891837555,294.3591104997162
430,-65.03264315322447,264.659658037189,295.5657416462827
431,-70.48439382121539,263.4738784225614,296.75152126091024
432,-75.91200560614352,262.31121486472153,297.91418481875013
433,-81.30486955271586,261.1737725504882,299.05162713298347
434,-86.65238553859521,260.06349370856645,300.1619059749052
435,-91.94398892921178,258.98215574365395,301.24324393981766
436,-97.16917732925204,257.9313710319625,302.2940286515091
437,-102.31753736256988,256.9125882699039,303.3128114135678
438,-107.37877141186021,255.9270952558488,304.2983044276229
439,-112.34272424919594,254.9760229763416,305.2493767071301
440,-117.19940948846747,254.0603508625754,306.16504882089623
441,-121.93903579088261,253.1809130799008,307.04448660357093
442,-126.55203275496896,252.33840571226474,307.8869939712069
443,-131.02907642299834,251.5333947043632,308.6920049791085
444,-135.36111433638547,250.766324426584,309.4590752568877
445,-139.5393900734369,250.03752673119737,310.1878729522743
446,-143.55546720381537,249.34723037243756,310.8781693110341
447,-147.4012525952408,248.6955706678807,311.529829015591
448,-151.06901900928838,248.08259928367096,312.1428003998007
449,-154.5514269246293,247.5082940315446,312.7171056519271
450,-157.84154552772495,246.97256857113737,313.25283111233426
451,-160.9328728127992,246.47528191668252,313.75011776678923
452,-163.8193547348807,246.01624765287096,314.20915203060065
453,-166.49540336183975,245.595242770349,314.6301569131227
454,-168.95591397359763,245.21201603708414,315.0133836463875
455,-171.196281059103,244.8662958276569,315.3591038558148
456,-173.21241316420827,244.55779733847527,315.66760234499645
457,-175.0007465462453,244.28622912299485,315.9391705604767
458,-176.55825759389938,244.0512988872951,316.17410079617656
459,-177.88247397388122,243.85271849285124,316.3726811906205
460,-178.9714844689153,243.69020812007813,316.5351915633936
461,-179.82394747468297,243.56349955321684,316.6619001302548
462,-180.43909812656284,243.47233855441723,316.7530611290544
463,-180.8167540303198,243.41648630241522,316.80891338105647
464,-180.95731957425673,243.3957198790315,316.8296798044401
465,-180.86178880379927,243.40983179478448,316.81556788868716
466,-180.53174684298392,243.45862855321204,316.76677113025966
467,-179.96936985087999,243.54192826199576,316.68347142147593
468,-179.1774235045856,243.65955730763787,316.5658423758338
469,-178.15926000406813,243.8113461192343,316.4140535642374
470,-176.91881359779222,243.99712405576489,316.2282756277068
471,-175.46059463175393,244.21671346026034,316.0086862232113
472,-173.78968212823753,244.46992293315708,315.75547675031464
473,-171.9117149042933,244.75653988609466,315.46885979737704
474,-169.83288124361883,245.07632244630037,315.1490772371713
475,-167.5599071391805,245.42899079051435,314.79640889295734
476,-165.10004312754717,245.81421799609404,314.4111816873777
477,-162.46104973949744,246.231620505459,313.9937791780127
478,-159.65118159500653,246.6807483083356,313.544651375136
479,-156.6791701742103,247.16107495427667,313.06432472919505
480,-153.5542052993684,247.67198751557066,312.55341216790094
481,-150.2859153661967,248.21277662781517,312.0126230556565
482,-146.88434636621395,248.78262674197003,311.4427729415016
483,-143.35993974491794,249.3806067274694,310.84479295600227
484,-139.723509143694,250.0056609707499,310.2197387127218
485,-135.98621607632907,250.65660111712506,309.5687985663466
486,-132.15954459386055,251.33209860603597,308.89330107743564
487,-128.25527499423364,252.03067815004792,308.1947215334237
488,-124.28545663584171,252.7507123062398,307.4746873772318
489,-120.2623799165028,253.49041728453102,306.7349823989406
490,-116.1985474817531,254.24785013070652,305.97754955276514
491,-112.10664472852135,255.02090741215468,305.20449227131695
492,-107.99950967227743,255.8073255214038,304.41807416206785
493,-103.8901022476125,256.60468269626926,303.6207169872023
494,-99.79147311391719,257.4104028357595,302.8149968477121
495,-95.71673203935424,258.2217611679066,302.0036385155651
496,-91.67901593768151,259.03589179961614,301.1895078838555
497,-87.69145663367073,259.84979714986116,300.37560253361056
498,-83.76714843385628,260.66035923666374,299.5650404468079
499,-79.91911558017935,261.46435275606893,298.7610469274027
